,Acc,Auc,Mcc,Sen,Sp
forward_5_One_hot,0.6656050955414012,0.7194206661527851,0.3342134228738895,0.5987261146496815,0.732484076433121
backward_3_One_hot_6_bit,0.6624203821656051,0.6916710617063573,0.32614002651258966,0.6178343949044586,0.7070063694267515
forward_3_One_hot_6_bit,0.6624203821656051,0.6916710617063573,0.32614002651258966,0.6178343949044586,0.7070063694267515
forward_3_One_hot,0.6528662420382165,0.6947746358878656,0.310356360067123,0.5668789808917197,0.7388535031847133
forward_3_BLOSUM62,0.6528662420382165,0.6984056148322446,0.30713749773604404,0.6050955414012739,0.7006369426751592
backward_3_BLOSUM62,0.6528662420382165,0.6984056148322446,0.30713749773604404,0.6050955414012739,0.7006369426751592
backward_3_One_hot,0.6528662420382165,0.6947746358878656,0.310356360067123,0.5668789808917197,0.7388535031847133
forward_3_Meiler_parameters,0.6337579617834395,0.7095622540468173,0.2690981105534713,0.5796178343949044,0.6878980891719745
backward_3_Meiler_parameters,0.6337579617834395,0.7095622540468173,0.2690981105534713,0.5796178343949044,0.6878980891719745
forward_5_Binary_5_bit,0.6210191082802548,0.676700880360258,0.24383032611118904,0.5605095541401274,0.6815286624203821
backward_5_Binary_5_bit,0.6210191082802548,0.676700880360258,0.24383032611118904,0.5605095541401274,0.6815286624203821
feature-AC.csv,0.6146496815286624,0.6592559535883808,0.2309971510527054,0.554140127388535,0.6751592356687898
backward_3_Binary_5_bit,0.5987261146496815,0.6475719096109376,0.1977090673957218,0.5732484076433121,0.6242038216560509
forward_3_Binary_5_bit,0.5987261146496815,0.6475719096109376,0.1977090673957218,0.5732484076433121,0.6242038216560509
