,Svm,RF,Bayes,LG,Adaboost,knn,DT
acc,0.6730769230769231,0.7905128205128206,0.8570512820512821,0.8570512820512821,0.6985897435897435,0.8774358974358973,0.7601282051282051
auc,0.9340736227921582,0.8652297781674212,0.8518420736183894,0.9340736227921582,0.6988594055956756,0.9102937088549217,0.7640682156643256
f1_score,0.6762704089079801,0.7917559857089532,0.8648285444698643,0.8648285444698643,0.7174933231445945,0.8801126800741692,0.7668491157964843
sen,0.7473429951690822,0.8016145436053904,0.9256140350877192,0.9256140350877192,0.7696389524535978,0.8995270785659801,0.7975565725908975
spec,0.6444155844155843,0.7748763955342902,0.7815054682159946,0.7815054682159946,0.6280798587377535,0.8566678058783322,0.7305798587377534
mcc,0.4679650739442719,0.5796008799733074,0.7218872121826864,0.7218872121826864,0.40101005888366703,0.7553323515730815,0.5283556747992664
